"Selected Criteria - Report Type: Contracts With Dates"
"Customer","Contract Name","Contract No.","Value","Status","Start Date","End Date","Email","Notes"
"EASTAMPTON BOARD OF EDUCATION (ESCNJ)","EASTAMPTON BOARD OF EDUCATION (ESCNJ) - MAINTENANCE","24-0808-1NJ","$6,173.00","Expired","09/01/2024","06/30/2025",,
"JACKIE ROBINSON FOUNDATION","JACKIE ROBINSON FOUNDATION - MAINTENANCE","23-101323-75NY","$6,061.86","Active","01/01/2024","12/31/2024",,"JAN, JUL"
"HONEYWELL INC.","SHOREHAM-WADING RIVER SCHOOL DISTRICT","23-040522-300NC","$6,003.00","Expired","09/16/2022","03/15/2023","cara.marino@honeywell.com","2 QUARTERS"
"QSB NORTHERN LLC","29-22 NORTHERN BOULEVARD - ALTA - Maintenance","23-121522-2922NJ","$6,000.00","Expired","06/01/2024","12/31/2024","diana@altalic.com",
"WATCHUNG HILLS REG TWP HS BOE (ESCNJ)","WATCHUNG HILLS REGIONAL HIGH SCHOOL - MAINTENANCE","24-1111-108NJ","$5,973.33","Expired","05/01/2025","06/30/2025",,
"JACKIE ROBINSON FOUNDATION","JACKIE ROBINSON FOUNDATION - MAINTENANCE","23-121422-75NY","$5,943.00","Expired","01/01/2023","12/31/2023",,"JAN, JUL"
"THE PORT AUTH. OF NY&NJ BILL TO 120 ACADE","120 ACADEMY STREET - MAINTENANCE","20-061220-608","$5,840.36","Active","06/01/2025","05/31/2026","lsantana@panynj.gov","Three year contract price $16,800.00"
"ROSELAND BOARD OF EDUCATION (ESCNJ)","ROSELAND BOE - MAINTENANCE","24-052424-100NJ","$5,754.32","Expired","07/01/2024","06/30/2025","taugust@roselandnjboe.org",
"ROSELAND BOARD OF EDUCATION (ESCNJ)","ROSELAND BOE - MAINTENANCE","25-0328-100NJ","$5,754.32","Active","07/01/2025","06/30/2026","taugust@roselandnjboe.org",
"F & G MECHANICAL CORP.","ARCHIVED _ 389 INTERPACE - MAINTENANCE","23-091322-348NJ","$5,700.00","Expired","05/01/2023","04/30/2024","leek@fgmech.com","Quarterly"
"F & G MECHANICAL CORP.","ARCHIVED _ 399 INTERPACE - MAINTENANCE","23-091322-348NJ","$5,700.00","Expired","05/01/2023","04/30/2024","leek@fgmech.com",
"THE PORT AUTH. OF NY&NJ BILL TO 120 ACADE","120 ACADEMY STREET - MAINTENANCE","20-061220-608","$5,670.26","Expired","06/01/2024","05/31/2025","lsantana@panynj.gov","Three year contract price $16,800.00"
"GEORGE S. HALL INC.","96 ACADEMY STREET - MAINTENANCE","24-0205-96NJ","$5,663.00","Expired","03/04/2024","03/03/2025","dean.clark@gshgroup.com",
"GEORGE S. HALL INC.","96 ACADEMY STREET - MAINTENANCE","25-0213-96NJ","$5,663.00","Active","03/04/2025","03/03/2026","dean.clark@gshgroup.com",
"THE PORT AUTH. OF NY&NJ BILL TO 120 ACADE","120 ACADEMY STREET","20-061220-608","$5,600.00","Expired","06/01/2020","05/31/2023","lsantana@panynj.gov","Three year contract price $16,800.00"
"NORTHERN HIGHLANDS REG. H.S. (ESCNJ)","NORTHERN HIGHLANDS REGIONAL HIGH SCHOOL - Maintenance","23-051022-289NJ","$5,600.00","Expired","07/01/2022","06/30/2023","Atchisonj@northernhighlands.org",
"THE PORT AUTH. OF NY&NJ BILL TO 120 ACADE","120 ACADEMY STREET - MAINTENANCE","20-061220-608","$5,600.00","Expired","06/01/2023","05/31/2024","lsantana@panynj.gov","Three year contract price $16,800.00"
"GEORGE S. HALL INC.","96 ACADEMY STREET - MAINTENANCE","23-021323-96NJ","$5,580.00","Expired","03/04/2023","03/03/2024","dean.clark@gshgroup.com",
"SHEET METAL WORKERS LOCAL 28 EF","SHEET METAL WORKERS LOCAL 28 EF - MAINTENANCE","23-090523-500NY","$5,517.00","Active","07/01/2024","06/28/2025",,
"LINCOLN CENTER FOR THE PERFORMING ARTS","33 W 60TH STREET - 8TH FLOOR - MAINTENANCE","22-113022-33NY","$5,500.00","Expired","12/01/2022","06/30/2023","pmclaughlin@lincolncenter.org",
"10 SULLIVAN STREET CONDOMINIUM","10 SULLIVAN STREET CONDOMINIUM - MAINTENANCE","23-021323-10NY","$5,407.00","Active","04/01/2024","03/31/2025","jimmy10sullivan@gmail.com","Apr, Oct (Semi-Annual in Advance)"
"GEORGE S. HALL INC.","96 ACADEMY STREET","23-021323-96NJ","$5,400.00","Expired","03/03/2022","03/03/2023","dean.clark@gshgroup.com",
"F & G MECHANICAL CORP.","369 INTERPACE - MAINTENANCE","23-091322-369NJ","$5,400.00","Expired","05/01/2023","04/30/2024",,
"F & G MECHANICAL CORP.","379 INTERPACE - MAINTENANCE","23-091322-369NJ","$5,400.00","Expired","05/01/2023","04/30/2024",,
"ISUS A JOINT VENTURE","614 FRELINGHUYSEN AVENUE","22-040422-614NJ","$5,350.00","Expired","04/01/2022","03/31/2023","cary@symhellerdev.com",
"NEW YORK STATE THRUWAY AUTHORITY","STATE POLICE BUILDING & NYTA MAINTENANCE FACILITY - MAINTENANCE",,"$5,250.00","Active","06/18/2021","03/31/2026","john.w.powers@thruway.ny.gov",
"10 SULLIVAN STREET CONDOMINIUM","10 SULLIVAN STREET CONDOMINIUM - MAINTENANCE","PM22-04001","$5,250.00","Expired","04/01/2022","03/31/2023","jimmy10sullivan@gmail.com","Apr, Oct (Semi-Annual in Advance)"
"10 SULLIVAN STREET CONDOMINIUM","10 SULLIVAN STREET CONDOMINIUM - MAINTENANCE","23-021323-10NY","$5,250.00","Expired","04/01/2023","03/31/2024","jimmy10sullivan@gmail.com","Apr, Oct (Semi-Annual in Advance)"
"RXR SL OWNER LLC","WHEELS UP PARTNERS, LLC - MAINTENANCE","24-0325-601NY","$5,240.00","Active","04/01/2024","03/31/2025",,
"RXR SL OWNER LLC","WHEELS UP PARTNERS, LLC - MAINTENANCE","24-0325-601NY","$5,240.00","Expired","04/01/2024","03/31/2025",,
"ROSELLE PARK B.O.E. (ESCNJ)","ROSELLE PARK HIGH SCHOOL - MAINTENANCE","22-100522-185NJ","$5,174.00","Expired","11/01/2022","10/31/2023","wdenike@rpsd.org",
"ROSELLE PARK B.O.E. (ESCNJ)","ROSELLE PARK HIGH SCHOOL - MAINTENANCE","23-080223-185NJ","$5,174.00","Expired","11/01/2023","10/31/2024","wdenike@rpsd.org",
"MEADOWS LANDMARK LLC","THE MEADOWS - MAINTENANCE","22-011722-201NJ3YR","$5,129.00","Expired","01/01/2022","12/31/2024","j.lamsick@americanlandmark.com","ADD TAX"
"THE LEARNING EXPERIENCE","THE LEARNING EXPERIENCE - MAINTENANCE","22-060722-3300NJ","$5,089.23","Active","07/01/2023","06/30/2024","sbarry@tlechildcare.com","Semi-Annually"
"ALEXANDRIA TOWNSHIP BOE (ESCNJ)","ALEXANDRIA TOWNSHIP BOE (ESCNJ) - MAINTENANCE","25-0501-557NJ","$5,071.50","Active","07/01/2025","06/30/2026",,
"NEW JERSEY SPORTS & EXPOSITION AUTHORITY","NJ SPORTS & EXPOSITION AUTHORITY - MAINTENANCE","25-0110-1NJ","$5,011.72","Active","01/01/2025","12/31/2025","gbosco@njsea.com",
"WELSPUN USA  INC.","WELSPUN USA INC. - MAINTENANCE","24-0212-10NY","$5,000.00","Expired","04/01/2024","03/31/2025",,
"LINCOLN CENTER FOR THE PERFORMING ARTS","ROSE BUILDING - MAINTENANCE","23-1205-70NY","$4,997.56","Expired","02/01/2024","01/31/2025","cmcaleer@lincolncenter.org",
"RXR SL OWNER LLC","WHEELS UP - MAINTENANCE","22-082322-601NY","$4,988.00","Expired","09/01/2022","08/31/2023","lisa.jones@wheelsup.com",
"BENMAR AIR CONDITIONING LLC","BENMAR AIR CONDITIONING LLC - MAINTENANCE","25-0213-1401NJ-1LE","$4,975.00","Active","03/01/2025","02/28/2026",,
"MORRIS-UNION JOINTURE COMMISSION (ESCNJ)","MORRIS-UNION JOINTURE COMMISSION (ESCNJ) -  MAINTENANCE","25-0327-340NJ-1LE","$4,966.00","Active","07/01/2025","06/30/2026",,
"THE LEARNING EXPERIENCE","THE LEARNING EXPERIENCE - Maintenance","22-060722-3300NJ","$4,941.00","Expired","07/01/2022","06/30/2023","sbarry@tlechildcare.com",
"ISLAMIC CENTER OF LONG ISLAND","ISLAMIC CENTER OF LONG ISLAND - MAINTENANCE","22-090822-835NY","$4,928.00","Expired","01/01/2023","12/31/2023","info@icliny.org",
"WELSPUN USA  INC.","WELSPUN USA  INC. - MAINTENANCE","23-031323-10NY","$4,928.00","Expired","04/01/2023","03/31/2024",,
"FACTORY LESSOR LLC","ATLAS FACTORY - MAINTENANCE","23-021023-450NY","$4,896.00","Expired","03/01/2023","02/26/2024","emckelvey@atlas-cap.com",
"FACTORY LESSOR LLC","ATLAS FACTORY - MAINTENANCE","24-0105-450NY","$4,896.00","Active","01/01/2024","12/31/2024","emckelvey@atlas-cap.com",
"(DELETE) TORNEAU LLC","TORNEAU LLC. -  MAINTENANCE","24-0105-450NY","$4,896.00","Active","01/01/2024","12/31/2024",,
"TOURNEAU LLC","TOURNEAU LLC  - MAINTENANCE","24-0105-450NY","$4,896.00","Expired","01/01/2024","12/31/2024",,
"CENTRAL PRESBYTERIAN CHURCH","CENTRAL PRESBYTERIAN CHURCH - MAINTENANCE","24-0206-70NY","$4,859.00","Active","10/01/2024","09/30/2025",,
"LINCOLN CENTER FOR THE PERFORMING ARTS","ROSE BUILDING - MAINTENANCE","23-010923-70NY","$4,852.05","Expired","02/01/2023","01/31/2024","cmcaleer@lincolncenter.org",
"EPIC SCHOOL","EPIC SCHOOL - MAINTENANCE","25-0129-238NJ","$4,821.54","Active","01/01/2025","12/31/2025","wschmaltz@epicschool.org",
"FACTORY LESSOR LLC","ATLAS FACTORY","23-021023-450NY","$4,800.00","Expired","08/01/2021","07/31/2022","emckelvey@atlas-cap.com",
"EPIC SCHOOL","EPIC SCHOOL - MAINTENANCE","23-102822-238NJ","$4,727.00","Expired","01/01/2024","12/31/2024","wschmaltz@epicschool.org",
"NEW JERSEY SPORTS & EXPOSITION AUTHORITY","NJ SPORTS & EXPOSITION AUTHORITY - MAINTENANCE","23-110222-1NJKP","$4,725.00","Expired","01/01/2023","12/31/2023","gbosco@njsea.com",
"LINCOLN CENTER FOR THE PERFORMING ARTS","ROSE BUILDING","20-022020-146M","$4,621.00","Expired","03/03/2020","01/31/2023","sdestefano@lincolncenter.org",
"EPIC SCHOOL","EPIC SCHOOL - MAINTENANCE","23-102822-238NJ","$4,590.00","Expired","01/01/2023","12/31/2023","wschmaltz@epicschool.org",
"HEWLETT-WOODMERE PUBLIC LIBRARY","HEWLETT-WOODMERE PUBLIC LIBRARY - MAINTENANCE","22-062722-1125NY","$4,581.00","Expired","07/01/2023","06/30/2024","adachtera@hwpl.org","Semi-Annual
SMA included
Unlimited Remote Support"
"HEWLETT-WOODMERE PUBLIC LIBRARY","HEWLETT-WOODMERE PUBLIC LIBRARY - MAINTENANCE","24-0524-1125NY","$4,581.00","Active","07/01/2024","06/30/2025","adachtera@hwpl.org","Semi-Annual
SMA included
Unlimited Remote Support"
"ROCKAWAY BOROUGH SCHOOL DISTRICT (ESCNJ)","ROCKAWAY BOROUGH BOE - MAINTENANCE","23-052423-103NJ","$4,576.00","Expired","07/01/2023","06/30/2024","mklein@rockboro.org","Half Day Visits
Quarterly"
"ROCKAWAY BOROUGH SCHOOL DISTRICT (ESCNJ)","ROCKAWAY BOROUGH BOE - MAINTENANCE","24-0524-103NJ","$4,576.00","Expired","07/01/2024","06/30/2025","mklein@rockboro.org","Half Day Visits
Quarterly"
"ROCKAWAY BOROUGH SCHOOL DISTRICT (ESCNJ)","ROCKAWAY BOROUGH BOE - MAINTENANCE","25-0521-103NJ","$4,576.00","Active","07/01/2025","06/30/2026","mklein@rockboro.org","Half Day Visits
Quarterly"
"CEDAR GROVE SCHOOL DISTRICT (ESCNJ)","CEDAR GROVE MIDDLE SCHOOL","23-070123-520NJ","$4,520.00","Expired","02/01/2023","06/30/2023","Bannonj@cgschools.org",
"LEBANON BOARD OF EDUCATION (ESCNJ)","LEBANON BOARD OF EDUCATION (ESCNJ) -  MAINTENANCE","23-1214-400NJ","$4,465.00","Expired","01/29/2025","06/30/2025",,
"HONEYWELL INC.","VALLEY STREAM UFSD - MAINTENANCE","24-1028-30NY","$4,436.47","Expired","11/01/2024","03/31/2025",,
"LEBANON BOARD OF EDUCATION (ESCNJ)","LEBANON BOARD OF EDUCATION (ESCNJ) -  MAINTENANCE","23-1214-400NJ","$4,410.00","Expired","01/29/2024","01/28/2025",,
"ALEXANDRIA TOWNSHIP BOE (ESCNJ)","ALEXANDRIA TOWNSHIP BOE (ESCNJ) - MAINTENANCE","23-1212-557NJ","$4,410.00","Expired","07/01/2024","06/30/2025",,
"TOURNEAU LLC","TOURNEAU LLC  - MAINTENANCE","25-0115-450NY-2LE","$4,292.00","Active","01/01/2025","12/31/2025",,
"RXR SL OWNER LLC","WHEELS UP - MAINTENANCE","23-071523-601NY","$4,288.00","Expired","10/01/2023","03/31/2024","Robert.Kriedberg@wheelsup.com","(6) Months
(2) Visits
SMA included
UNL RS"
"AIR STREAM AIR CONDITIONING CORP","ST. JOHNS RIVERSIDE HOSPITAL OUTPATIENT- MAINTENANCE","23-053023-400NY","$4,170.96","Expired","06/01/2023","05/31/2024","DMorrill@airstreamac.com","Billed once PM is completed. 1/4/22 GS No PM for Dec or Jan per Alexa."
"CORE FACILITIES SERVICES LLC.","ESSEX COUNTY WEST CALDWELL TECH - MAINTENANCE","23-072822-32NJ","$4,100.00","Expired","08/01/2022","07/31/2023","jkelly@corefsllc.com",
"HAMPTON SCHOOL DISTRICT (ESCNJ)","HAMPTON ELEMENTARY SCHOOL - MAINTENANCE","23-072822-32NJ","$4,100.00","Expired","08/01/2022","07/31/2023","jneidlinger@hamptonpublicschool.org","Billed 1st & 2nd Billing together in October"
"CORE FACILITIES SERVICES LLC.","ESSEX COUNTY WEST CALDWELL TECH - MAINTENANCE","23-071223-620NJ","$4,100.00","Expired","08/01/2023","07/31/2024","jkelly@corefsllc.com","SEMI-ANNUAL"
"HAMPTON SCHOOL DISTRICT (ESCNJ)","HAMPTON SCHOOL DISTRICT - MAINTENANCE","23-071223-32NJ","$4,100.00","Expired","08/01/2023","07/31/2024","jschlessinger@hamptonpublicschool.org","Billed 1st & 2nd Billing together in October"
"HAMPTON SCHOOL DISTRICT (ESCNJ)","HAMPTON SCHOOL DISTRICT - MAINTENANCE","24-0524-32NJ","$4,100.00","Active","08/01/2024","07/31/2025","jschlessinger@hamptonpublicschool.org","Billed 1st & 2nd Billing together in October"
"AIR STREAM AIR CONDITIONING CORP","ST. JOHNS RIVERSIDE HOSPITAL OUTPATIENT","22-040422-400NY","$4,098.00","Expired","06/01/2022","05/31/2023","DMorrill@airstreamac.com","Billed once PM is completed. 1/4/22 GS No PM for Dec or Jan per Alexa."
"VISITING NURSE ASSOCIATION OF NORTHERN NJ","VISITING NURSE ASSOCIATION - MAINTENANCE","23-111122-175NJ","$4,094.25","Expired","01/01/2023","12/31/2023","arenna@vnannj.org",
"TAMARACK COUNTRY CLUB","TAMARACK COUNTRY CLUB - MAINTENANCE","24-1208-55CT","$4,000.00","Active","12/01/2024","11/30/2025",,
"THE GATEWAY SCHOOL","THE GATEWAY SCHOOL - MAINTENANCE","25-0723-211NY","$4,000.00","Active","08/01/2025","07/31/2026",,
"BLU DOT HQ","BLU DOT - MAINTENANCE","23-1226-79NY","$3,965.00","Active","03/01/2024","02/28/2025","KWeber@bludot.com",
"DELAWARE TOWNSHIP B.O.E. (ESCNJ)","DELAWARE TOWNSHIP SCHOOL - MAINTENANCE","23-020623-501NJ","$3,964.00","Expired","04/01/2023","03/31/2024","jmunsey@dtsk8nj.org","semi-annually"
"DELAWARE TOWNSHIP B.O.E. (ESCNJ)","DELAWARE TOWNSHIP SCHOOL - MAINTENANCE","24-0208-501NJ","$3,964.00","Active","04/01/2024","03/31/2025","jmunsey@dtsk8nj.org","semi-annually"
"BLU DOT HQ","79 MADISON AVENUE - MAINTENANCE","22-020723-79NY","$3,850.00","Expired","03/01/2023","02/29/2024","KWeber@bludot.com",
"PURVES STREET OWNERS, LLC","44-30 PURVES STREET - THE FORGE - MAINTENANCE","23-110722-4430NY","$3,778.00","Expired","01/01/2023","12/31/2023","jkaplan@gothamorg.com",
"PURVES STREET OWNERS, LLC","44-30 PURVES STREET - THE FORGE - MAINTENANCE","23-100423-4430NY","$3,778.00","Expired","01/01/2024","12/31/2024","jkaplan@gothamorg.com",
"PURVES STREET OWNERS, LLC","44-30 PURVES STREET - THE FORGE - MAINTENANCE","24-082224-4430NY","$3,778.00","Active","01/01/2025","12/31/2025","jkaplan@gothamorg.com",
"DON BOSCO PREPARATORY HIGH SCHOOL","DON BOSCO PREPARATORY SCHOOL","23-011123-492NJ","$3,540.00","Expired","03/01/2022","02/28/2023","mpender@donboscoprep.org","Contract says bill quarterly but paid in full in advance (March)"
"BLU DOT HQ","79 MADISON AVENUE","22-011322-79NY","$3,500.00","Expired","03/01/2022","02/28/2023","KWeber@bludot.com",
"BLOOMFIELD JOINT VENTURE","650 BLOOMFIELD AVENUE","22-040422-650NJ","$3,350.00","Expired","04/01/2022","03/31/2023","cary@symhellerdev.com",
"NJ REGION AMERICAN RED CROSS","NJ REGION AMERICAN RED CROSS - MAINTENANCE","24-0829-707NJ","$3,290.00","Active","12/01/2024","11/30/2025",,
"EAST HANOVER TOWNSHIP BOE (ESCNJ)","EAST HANOVER TOWNSHIP BOE (ESCNJ) - MAINTENANCE","25-0423-477NJ-1LE","$3,238.00","Active","07/01/2025","06/30/2026",,
"NEW JERSEY CITY UNIVERSITY","NEW JERSEY CITY UNIVERSITY - MAINTENANCE","23-051523-2039NJ","$3,200.00","Active","08/01/2023","07/31/2024",,
"ZEINVEST REALESTATE GROUP","100 EAGLE ROCK - MAINTENANCE","24-0208-100NJ","$3,174.00","Active","04/01/2024","03/31/2025","tina@zeinvest.net","APR, OCT"
"ZEINVEST REALESTATE GROUP","100 EAGLE ROCK - MAINTENANCE","22-040722-100NJ","$3,143.33","Expired","04/01/2023","03/31/2024","tina@zeinvest.net","APR, OCT"
"HUGHES ENVIRONMENTAL","608 5TH AVE - TENANT","22-122921-608M-T","$3,135.60","Expired","01/01/2022","12/31/2022","Rtiemers@hughesenveng.com",
"ZEINVEST REALESTATE GROUP","100 EAGLE ROCK","22-040722-100NJ","$3,066.67","Expired","04/01/2022","03/31/2023","tina@zeinvest.net",
"ROSELLE PARK B.O.E. (ESCNJ)","ROSELLE PARK HIGH SCHOOL - MAINTENANCE","24-110524-185NJ7M","$3,055.00","Active","11/01/2024","06/30/2025","wdenike@rpsd.org",
"HUGHES ENVIRONMENTAL","MONTVILLE PUBLIC LIBRARY - MAINTENANCE","24-0422-14NJ","$3,005.00","Active","07/01/2024","06/30/2025",,"Semi-Annual"
"HUGHES ENVIRONMENTAL","MONTVILLE PUBLIC LIBRARY - MAINTENANCE","23-060223-14NJ","$2,917.50","Expired","07/01/2023","06/30/2024",,"Semi-Annual"
"BUIST INCORPORATED","ENDO PHARMACEUTICALS","22-032122-860NJ","$2,840.00","Expired","06/01/2022","05/31/2023","paul@buistinc.com","Billed 1X / Year; not quarterly"
"HUGHES ENVIRONMENTAL","MONTVILLE PUBLIC LIBRARY - MAINTENANCE CONTRACT","23-041922-14NJ","$2,832.50","Expired","07/01/2022","06/30/2023",,"11/10/21 GS - Contract dates are wrong on the maint spreadsheet. First PM completed in Oct ok to bill in Nov per Steve I. Next billing will be Mar 2022 per Steve I."
"CLIFTON BOARD OF EDUCATION (ESCNJ)","CLIFTON EARLY LEARNING ACADEMY - MAINTENANCE","24-0524-CELBNJ","$2,150.50","Active","07/01/2024","06/30/2025","edmaldonado@cliftonschools.net",
"NEW JERSEY SPORTS & EXPOSITION AUTHORITY","NJ SPORTS & EXPOSITION AUTHORITY - MAINTENANCE","24-081824-1NJ","$2,027.81","Expired","08/01/2024","12/31/2024","gbosco@njsea.com",
"65 CHALLENGER LLC","65 CHALLENGER ROAD","23-011023-65NJ","$1,360.00","Expired","03/01/2021","02/28/2023","raynilian@kabrgroup.com","Billed in advance in April"
"THE PORT AUTH. OF NY&NJ BILL TO 120 ACADE","NEWARK LIBERTY INTERNATIONAL AIRPORT - MAINTENANCE","4600011683","$0.00","Expired","08/01/2018","07/31/2023","lsantana@panynj.gov","Annual contract price is based on if every item is billed in contract. Billing is the total for 2020 including PM & Service"
"STATE OF NJ DEPARTMENT OF TRANSPORTATION","NJ DOT - MAINTENANCE","19-GNSV2-00875","$0.00","Expired","07/01/2019","06/30/2023","naveen.penmetcha@dot.nj.gov","Should go on the blanket purchase order sheet 8761493"
"NEW JERSEY TURNPIKE AUTHORITY (NJTA)","NEW JERSEY TURNPIKE AUTHORITY - MAINTENANCE","A500.525-1","$0.00","Active","07/01/2019","01/23/2024",,
"COUNTY OF MORRIS","MORRIS COUNTY - MAINTENANCE","B20-158","$0.00","Active","10/01/2020","09/30/2024","mcpurchasing@co.morris.nj.us","B20-158 Building Temperature and Repair Services for Morris County"
"RAMAPO INDIAN HILLS REG. HIGH SCHOOL DIST","RAMAPO INDIAN HILLS - MAINTENANCE",,"$0.00","Expired","07/01/2021","06/30/2023","jwright@rih.org","1/4/22 GS This is T&M only per Alexa"
"LODI B.O.E. (ESCNJ)","LODI PUBLIC SCHOOLS - T&M ONLY","23-050622-8NJ","$0.00","Expired","07/01/2022","06/30/2023",,
"CBRE PROPERTY MANAGEMENT","CBRE PROPERTY MANAGEMENT - MAINTENANCE",,"$0.00","Expired","07/01/2023","06/30/2024",,
"LODI B.O.E. (ESCNJ)","LODI PUBLIC SCHOOLS - T&M ONLY - MAINTENANCE","23-050223-8NJ","$0.00","Expired","07/01/2023","06/30/2024","Rosalia.Mykietyn@lodi.k12.nj.us",
"RAMAPO INDIAN HILLS REG. HIGH SCHOOL DIST","RAMAPO INDIAN HILLS - MAINTENANCE",,"$0.00","Active","07/01/2023","06/30/2024","jwright@rih.org","1/4/22 GS This is T&M only per Alexa"
"LINCOLN CENTER FOR THE PERFORMING ARTS","CENTRAL MECHANICAL PLANT - MAINTENANCE",,"$0.00","Expired","09/01/2023","08/31/2024",,
"THE PORT AUTHORITY OF NY & NJ (CUST)","THE PORT AUTHORITY OF NY & NJ (CUST) - MAINTENANCE",,"$0.00","Expired","03/01/2024","02/28/2025",,
"COUNTY OF ORANGE NY","LOT #2 FOR THE MIDDLE TOWN COMMUNITY CAMPUS - MAINTENANCE",,"$0.00","Expired","01/01/2025","03/31/2025","bconklin@orangecountygov.com","1500 per PM
8 total PM's
12000"
"THE PORT AUTHORITY OF NY & NJ (CUST)","THE PORT AUTHORITY OF NY & NJ (CUST) - MAINTENANCE","6000001879","$0.00","Active","03/01/2025","02/28/2026",,
"COUNTY OF ORANGE NY","LOT #2 FOR THE MIDDLE TOWN COMMUNITY CAMPUS - MAINTENANCE",,"$0.00","Active","04/01/2025","03/31/2027","bconklin@orangecountygov.com","1500 per PM
8 total PM's
12000"
